ensembl_gene_id	ensembl_transcript_id	start	end	HGNC_gene_symbol	swissprot_id
ENSG00000095739	ENST00000375533	378	1158	BAMBI	Q13145
ENSG00000095752	ENST00000264563	154	750	IL11	P20809
ENSG00000095777	ENST00000642920	205	5053	MYO3A	Q8NEV4
ENSG00000095787	ENST00000354911	463	2404	WAC	Q9BTA9
ENSG00000095794	ENST00000429130	206	1241	CREM	Q03060
ENSG00000095906	ENST00000262302	62	875	NUBP2	Q9Y5Y2
ENSG00000095917	ENST00000211076	213	939	TPSD1	Q9BZJ3
ENSG00000095932	ENST00000215531	63	452	SMIM24	O75264
ENSG00000095951	ENST00000379388	359	8513	HIVEP1	P15822
ENSG00000095970	ENST00000373113	35	724	TREM2	Q9NZC2
ENSG00000095981	ENST00000425054	1	966	KCNK16	Q96T55
ENSG00000096006	ENST00000371159	20	847	CRISP3	P54108
ENSG00000096060	ENST00000357266	132	1502	FKBP5	Q13451
ENSG00000096063	ENST00000361690	1	2013	SRPK1	Q96SB4
ENSG00000096070	ENST00000357641	254	3869	BRPF3	Q9ULD4
ENSG00000096080	ENST00000427312	13	803	MRPS18A	Q9NVS2
ENSG00000096088	ENST00000373025	64	1227	PGC	P20142
ENSG00000096092	ENST00000211314	150	447	TMEM14A	Q9Y6G1
ENSG00000096093	ENST00000637353	121	2044	EFHC1	Q5JVL4
ENSG00000096264	ENST00000373089	270	1098	NCR2	O95944
ENSG00000096384	ENST00000371646	96	2268	HSP90AB1	P08238
ENSG00000096395	ENST00000430124	59	403	MLN	P12872
ENSG00000096401	ENST00000371477	119	2525	CDC5L	Q99459
ENSG00000096433	ENST00000374316	1061	9074	ITPR3	Q14573
ENSG00000096654	ENST00000211936	286	2538	ZNF184	Q99676
ENSG00000096696	ENST00000379802	246	8859	DSP	P15924
ENSG00000096717	ENST00000212015	67	2308	SIRT1	Q96EB6
ENSG00000096746	ENST00000265866	177	1215	HNRNPH3	P31942
ENSG00000096872	ENST00000433700	128	1928	IFT74	Q96LB3
ENSG00000096968	ENST00000381652	468	3864	JAK2	O60674
ENSG00000096996	ENST00000593993	112	2097	IL12RB1	P42701
ENSG00000097007	ENST00000372348	1305	4752	ABL1	P00519
ENSG00000097021	ENST00000377855	148	1287	ACOT7	O00154
ENSG00000097033	ENST00000616170	331	1513	SH3GLB1	Q9Y371
ENSG00000097046	ENST00000234626	162	1884	CDC7	O00311
ENSG00000097096	ENST00000341460	21	3602	SYDE2	Q5VT97
ENSG00000099139	ENST00000674117	510	6171	PCSK5	Q92824
ENSG00000099194	ENST00000370355	273	1350	SCD	O00767
ENSG00000099203	ENST00000214869	22	702	TMED1	Q13445
ENSG00000099204	ENST00000649363	84	2585	ABLIM1	O14639
ENSG00000099219	ENST00000688202	1	2712	ERMP1	Q7Z2K6
ENSG00000099246	ENST00000621805	137	842	RAB18	Q9NP72
ENSG00000099250	ENST00000265371	527	3295	NRP1	O14786
ENSG00000099256	ENST00000320152	32	706	PRTFDC1	Q9NRG1
ENSG00000099260	ENST00000263174	206	1859	PALMD	Q9NP74
ENSG00000099282	ENST00000373290	131	1013	TSPAN15	O95858
ENSG00000099284	ENST00000679349	326	1442	MACROH2A2	Q9P0M6
ENSG00000099290	ENST00000282633	53	4076	WASHC2A	Q641Q2
ENSG00000099308	ENST00000687212	16	4057	MAST3	O60307
ENSG00000099326	ENST00000215057	322	2523	MZF1	P28698
ENSG00000099330	ENST00000215061	23	815	OCEL1	Q9H607
ENSG00000099331	ENST00000594824	148	6619	MYO9B	Q13459
ENSG00000099337	ENST00000263372	107	1046	KCNK6	Q9Y257
ENSG00000099338	ENST00000409235	61	3538	CATSPERG	Q6ZRH7
ENSG00000099341	ENST00000620216	53	1103	PSMD8	P48556
ENSG00000099364	ENST00000562319	159	2241	FBXL19	Q6PCT2
ENSG00000099365	ENST00000215095	243	1106	STX1B	P61266
ENSG00000099377	ENST00000297679	98	1205	HSD3B7	Q9H2F3
ENSG00000099381	ENST00000262519	227	5348	SETD1A	O15047
ENSG00000099385	ENST00000572628	2	877	BCL7C	Q8WUZ0
ENSG00000099399	ENST00000378988	99	1056	MAGEB2	O15479
ENSG00000099617	ENST00000215368	297	936	EFNA2	O43921
ENSG00000099622	ENST00000589710	213	1104	CIRBP	Q14011
ENSG00000099624	ENST00000395633	106	610	ATP5F1D	P30049
ENSG00000099625	ENST00000382477	276	2450	CBARP	Q8N350
ENSG00000099715	ENST00000400457	735	4755	PCDH11Y	Q9BZA8
ENSG00000099721	ENST00000383036	1	618	AMELY	Q99218
ENSG00000099769	ENST00000415638	81	2009	IGFALS	P35858
ENSG00000099783	ENST00000325495	25	2215	HNRNPM	P52272
ENSG00000099785	ENST00000215555	169	907	MARCHF2	Q9P0N8
ENSG00000099795	ENST00000215565	67	477	NDUFB7	P17568
ENSG00000099797	ENST00000596073	41	1079	TECR	Q9NZ01
ENSG00000099800	ENST00000215570	54	338	TIMM13	Q9Y5L4
ENSG00000099804	ENST00000215574	173	881	CDC34	P49427
ENSG00000099810	ENST00000580900	101	1103	MTAP	Q13126
ENSG00000099812	ENST00000215582	118	2155	MISP	Q8IVT2
ENSG00000099814	ENST00000414716	274	4936	CEP170B	Q9Y4F5
ENSG00000099817	ENST00000586746	40	669	POLR2E	P19388
ENSG00000099821	ENST00000588649	26	3715	POLRMT	O00411
ENSG00000099822	ENST00000251287	66	2733	HCN2	Q9UL51
ENSG00000099834	ENST00000397542	54	2588	CDHR5	Q9HBB8
ENSG00000099840	ENST00000395301	32	728	IZUMO4	Q1ZYL8
ENSG00000099849	ENST00000397583	516	1635	RASSF7	Q02833
ENSG00000099860	ENST00000587345	212	740	GADD45B	O75293
ENSG00000099864	ENST00000338448	213	1374	PALM	O75781
ENSG00000099866	ENST00000215637	15	1161	MADCAM1	Q13477
ENSG00000099875	ENST00000250896	246	1640	MKNK2	Q9HBH9
ENSG00000099889	ENST00000263207	308	3193	ARVCF	O00192
ENSG00000099899	ENST00000439169	317	2245	TRMT2A	Q8IZ69
ENSG00000099901	ENST00000430524	82	916	RANBP1	P43487
ENSG00000099904	ENST00000405930	1	2335	ZDHHC8	Q9ULC8
ENSG00000099910	ENST00000328879	70	1971	KLHL22	Q53GT1
ENSG00000099917	ENST00000263205	70	2434	MED15	Q96RN5
ENSG00000099937	ENST00000215727	50	1547	SERPIND1	P05546
ENSG00000099940	ENST00000215730	105	879	SNAP29	O95721
ENSG00000099942	ENST00000354336	529	1438	CRKL	P46109
ENSG00000099949	ENST00000646124	76	2596	LZTR1	Q8N653
ENSG00000099953	ENST00000215743	23	1487	MMP11	P24347
ENSG00000099954	ENST00000342247	325	4777	CECR2	Q9BXF3
ENSG00000099956	ENST00000344921	208	1390	SMARCB1	Q12824
ENSG00000099957	ENST00000413302	11	1334	P2RX6	O15547
ENSG00000099958	ENST00000406855	20	736	DERL3	Q96Q80
ENSG00000099960	ENST00000403586	63	1967	SLC7A4	O43246
ENSG00000099968	ENST00000618481	111	1638	BCL2L13	Q9BXK5
ENSG00000099974	ENST00000215770	28	430	DDTL	A6NHG4
ENSG00000099977	ENST00000403754	46	543	DDT	P30046
ENSG00000099985	ENST00000215781	53	808	OSM	P13725
ENSG00000099991	ENST00000263119	139	6799	CABIN1	Q9Y6J0
ENSG00000099992	ENST00000403477	21	1565	TBC1D10A	Q9BXI6
ENSG00000099994	ENST00000358321	34	2500	SUSD2	Q9UGT4
ENSG00000099995	ENST00000215793	103	2481	SF3A1	Q15459
ENSG00000099998	ENST00000398292	335	2095	GGT5	P36269
ENSG00000099999	ENST00000382363	99	1229	RNF215	Q9Y6U7
ENSG00000100003	ENST00000615189	100	1309	SEC14L2	O76054
ENSG00000100012	ENST00000215812	60	1259	SEC14L3	Q9UDX4
ENSG00000100014	ENST00000651059	289	3697	SPECC1L	Q69YQ0
ENSG00000100023	ENST00000680094	73	1915	PPIL2	Q13356
ENSG00000100024	ENST00000326010	73	1225	UPB1	Q9UBR1
ENSG00000100027	ENST00000672036	1	462	YPEL1	O60688
ENSG00000100028	ENST00000215829	92	470	SNRPD3	P62318
ENSG00000100029	ENST00000354694	78	1841	PES1	O00541
ENSG00000100030	ENST00000215832	206	1285	MAPK1	P28482
ENSG00000100031	ENST00000400382	764	2471	GGT1	P19440
ENSG00000100033	ENST00000610940	205	2004	PRODH	O43272
ENSG00000100034	ENST00000263212	118	1479	PPM1F	P49593
ENSG00000100036	ENST00000343605	671	1721	SLC35E4	Q6ICL7
ENSG00000100038	ENST00000357179	157	2742	TOP3B	O95985
ENSG00000100053	ENST00000215855	73	706	CRYBB3	P26998
ENSG00000100055	ENST00000248901	63	1245	CYTH4	Q9UIA0
ENSG00000100056	ENST00000252137	12	1439	ESS2	Q96DF8
ENSG00000100060	ENST00000356998	208	1170	MFNG	O00587
ENSG00000100065	ENST00000403299	218	3313	CARD10	Q9BWT7
ENSG00000100075	ENST00000215882	64	996	SLC25A1	P53007
ENSG00000100077	ENST00000324198	367	2431	GRK3	P35626
ENSG00000100078	ENST00000215885	155	1681	PLA2G3	Q9NZ20
ENSG00000100079	ENST00000215886	183	578	LGALS2	P05162
ENSG00000100083	ENST00000381756	137	2105	GGA1	Q9UJY5
ENSG00000100084	ENST00000263208	258	3308	HIRA	P54198
ENSG00000100092	ENST00000649765	120	2223	SH3BP1	Q9Y3L3
ENSG00000100095	ENST00000248933	209	3281	SEZ6L	Q9BYH1
ENSG00000100097	ENST00000215909	68	473	LGALS1	P09382
ENSG00000100099	ENST00000398145	589	2712	HPS4	Q9NQG7
ENSG00000100100	ENST00000215912	145	933	PIK3IP1	Q96FE7
ENSG00000100104	ENST00000215917	15	1032	SRRD	Q9UH36
ENSG00000100105	ENST00000266269	745	2805	PATZ1	Q9HBE1
ENSG00000100106	ENST00000644935	212	7307	TRIOBP	Q9H2D6
ENSG00000100109	ENST00000619735	101	2611	TFIP11	Q9UBB9
ENSG00000100116	ENST00000323205	64	1399	GCAT	O75600
ENSG00000100121	ENST00000417145	37	793	GGTLC2	Q14390
ENSG00000100122	ENST00000647684	71	826	CRYBB1	P53674
ENSG00000100124	ENST00000215941	97	996	ANKRD54	Q6NXT1
ENSG00000100129	ENST00000412331	454	2275	EIF3L	Q9Y262
ENSG00000100138	ENST00000648350	14	829	SNU13	P55769
ENSG00000100139	ENST00000680578	1	2761	MICALL1	Q8N3F8
ENSG00000100142	ENST00000407936	92	566	POLR2F	P61218
ENSG00000100146	ENST00000360880	266	1663	SOX10	P56693
ENSG00000100147	ENST00000255784	105	792	CCDC134	Q9H6E4
ENSG00000100150	ENST00000382112	87	4896	DEPDC5	O75140
ENSG00000100151	ENST00000404072	348	1593	PICK1	Q9NRD5
ENSG00000100154	ENST00000397906	118	7560	TTC28	Q96AY4
ENSG00000100156	ENST00000320521	323	1834	SLC16A8	O95907
ENSG00000100162	ENST00000215980	77	616	CENPM	Q9NSP4
ENSG00000100167	ENST00000644076	255	2823	SEPTIN3	Q9UH03
ENSG00000100170	ENST00000266088	22	2014	SLC5A1	P13866
ENSG00000100191	ENST00000266086	19	1995	SLC5A4	Q9NY91
ENSG00000100196	ENST00000409006	157	817	KDELR3	O43731
ENSG00000100197	ENST00000645361	20	1510	CYP2D6	P10635
ENSG00000100201	ENST00000396821	101	2293	DDX17	Q92841
ENSG00000100206	ENST00000216024	175	1194	DMC1	Q14565
ENSG00000100207	ENST00000677622	352	6231	TCF20	Q9UGU0
ENSG00000100209	ENST00000216027	58	763	HSCB	Q8IWL3
ENSG00000100211	ENST00000619293	1	508	CBY1	Q9Y3M2
ENSG00000100216	ENST00000216034	23	449	TOMM22	Q9NS69
ENSG00000100218	ENST00000216036	95	1138	RSPH14	Q9UHP6
ENSG00000100219	ENST00000344347	1	1128	XBP1	P17861
ENSG00000100220	ENST00000216038	92	1606	RTCB	Q9Y3I0
ENSG00000100221	ENST00000216039	681	1286	JOSD1	Q15040
ENSG00000100225	ENST00000266087	193	1759	FBXO7	Q9Y3I1
ENSG00000100226	ENST00000216044	13	2020	GTPBP1	O00178
ENSG00000100227	ENST00000451060	106	1419	POLDIP3	Q9BY77
ENSG00000100228	ENST00000263116	88	889	RAB36	O95755
ENSG00000100234	ENST00000266085	298	931	TIMP3	P35625
ENSG00000100239	ENST00000216061	371	3269	PPP6R2	O75170
ENSG00000100241	ENST00000693052	167	5863	SBF1	O95248
ENSG00000100242	ENST00000405018	275	2488	SUN2	Q9UH99
ENSG00000100243	ENST00000361740	78	1112	CYB5R3	P00387
ENSG00000100246	ENST00000216068	216	530	DNAL4	O96015
ENSG00000100249	ENST00000216071	40	909	C22orf31	O95567
ENSG00000100253	ENST00000216075	40	895	MIOX	Q9UGB7
ENSG00000100258	ENST00000474879	28	2148	LMF2	Q9BU23
ENSG00000100263	ENST00000216085	429	1586	RHBDD3	Q9Y3P4
ENSG00000100266	ENST00000263246	207	1664	PACSIN2	Q9UNF0
ENSG00000100271	ENST00000266254	205	1473	TTLL1	O95922
ENSG00000100276	ENST00000216101	452	1060	RASL10A	Q92737
ENSG00000100280	ENST00000357586	175	3021	AP1B1	Q10567
ENSG00000100281	ENST00000216106	134	1937	HMGXB4	Q9UGU5
ENSG00000100284	ENST00000411850	126	1605	TOM1	O60784
ENSG00000100285	ENST00000310624	46	3106	NEFH	P12036
ENSG00000100288	ENST00000406938	69	1253	CHKB	Q9Y259
ENSG00000100290	ENST00000216115	62	542	BIK	Q13323
ENSG00000100292	ENST00000216117	79	943	HMOX1	P09601
ENSG00000100294	ENST00000290429	51	1220	MCAT	Q8IVS2
ENSG00000100296	ENST00000490103	99	2147	THOC5	Q13769
ENSG00000100297	ENST00000216122	78	2280	MCM5	P33992
ENSG00000100298	ENST00000401756	77	677	APOBEC3H	Q6NTF7
ENSG00000100299	ENST00000216124	374	1900	ARSA	P15289
ENSG00000100300	ENST00000337554	76	583	TSPO	P30536
ENSG00000100302	ENST00000216127	680	1478	RASD2	Q96D21
ENSG00000100304	ENST00000216129	66	1997	TTLL12	Q14166
ENSG00000100307	ENST00000216133	237	989	CBX7	O95931
ENSG00000100311	ENST00000331163	1020	1742	PDGFB	P01127
ENSG00000100312	ENST00000216139	33	1296	ACR	P10323
ENSG00000100314	ENST00000216144	423	1068	CABP7	Q86V35
ENSG00000100316	ENST00000216146	27	1235	RPL3	P39023
ENSG00000100319	ENST00000344318	164	673	ZMAT5	Q9UDW3
ENSG00000100320	ENST00000438146	400	1752	RBFOX2	O43251
ENSG00000100321	ENST00000328933	21	720	SYNGR1	O43759
ENSG00000100324	ENST00000216160	24	1536	TAB1	Q15750
ENSG00000100325	ENST00000307790	115	2385	ASCC2	Q9H1I8
ENSG00000100330	ENST00000401950	324	3918	MTMR3	Q13615
ENSG00000100335	ENST00000402881	498	1932	MIEF1	Q9NQG6
ENSG00000100336	ENST00000352371	226	1278	APOL4	Q9BPW4
ENSG00000100341	ENST00000216177	134	1420	PNPLA5	Q7Z6Z6
ENSG00000100342	ENST00000319136	268	1510	APOL1	O14791
ENSG00000100344	ENST00000216180	108	1551	PNPLA3	Q9NST1
ENSG00000100345	ENST00000685801	215	6157	MYH9	P35579
ENSG00000100346	ENST00000402142	1	6670	CACNA1I	Q9P0X4
ENSG00000100347	ENST00000350028	137	1544	SAMM50	Q9Y512
ENSG00000100348	ENST00000216185	78	575	TXN2	Q99757
ENSG00000100350	ENST00000397224	34	2085	FOXRED2	Q8IWF2
ENSG00000100351	ENST00000344138	262	1252	GRAP2	O75791
ENSG00000100353	ENST00000216190	102	1745	EIF3D	O15371
ENSG00000100354	ENST00000454349	212	5711	TNRC6B	Q9UPQ9
ENSG00000100359	ENST00000248929	207	2454	SGSM3	Q96HU1
ENSG00000100360	ENST00000433985	413	970	IFT27	Q9BW83
ENSG00000100362	ENST00000417718	31	360	PVALB	P20472
ENSG00000100364	ENST00000251993	146	1372	KIAA0930	Q6ICG6
ENSG00000100365	ENST00000397147	185	1229	NCF4	Q15080
ENSG00000100368	ENST00000406230	75	2784	CSF2RB	P32927
ENSG00000100372	ENST00000435456	99	1019	SLC25A17	O43808
ENSG00000100373	ENST00000216211	66	927	UPK3A	O75631
ENSG00000100376	ENST00000216214	835	1906	FAM118A	Q9NWS6
ENSG00000100379	ENST00000403888	20	962	KCTD17	Q8N5Z5
ENSG00000100380	ENST00000216218	100	1206	ST13	P50502
ENSG00000100385	ENST00000216223	126	1778	IL2RB	P14784
ENSG00000100387	ENST00000216225	22	346	RBX1	P62877
ENSG00000100393	ENST00000263253	414	7656	EP300	Q09472
ENSG00000100395	ENST00000216237	52	2167	L3MBTL2	Q969R5
ENSG00000100399	ENST00000216241	51	2336	CHADL	Q6NUI6
ENSG00000100401	ENST00000405486	714	2474	RANGAP1	P46060
ENSG00000100403	ENST00000352645	255	3186	ZC3H7B	Q9UGR2
ENSG00000100410	ENST00000216252	40	369	PHF5A	Q7RTV0
ENSG00000100412	ENST00000396512	18	2433	ACO2	Q99798
ENSG00000100413	ENST00000355209	370	981	POLR3H	Q9Y535
ENSG00000100416	ENST00000645190	52	1315	TRMU	O75648
ENSG00000100417	ENST00000216259	36	821	PMM1	Q92871
ENSG00000100418	ENST00000263256	205	708	DESI1	Q6ICB0
ENSG00000100422	ENST00000216264	105	1715	CERK	Q8TCT0
ENSG00000100425	ENST00000404760	392	3958	BRD1	O95696
ENSG00000100426	ENST00000216268	476	3989	ZBED4	O75132
ENSG00000100427	ENST00000395876	276	1406	MLC1	Q15049
ENSG00000100429	ENST00000216271	234	2240	HDAC10	Q969S8
ENSG00000100433	ENST00000312350	123	1751	KCNK10	P57789
ENSG00000100439	ENST00000428304	8	1034	ABHD4	Q8TB40
ENSG00000100441	ENST00000251343	140	2174	KHNYN	O15037
ENSG00000100442	ENST00000216330	412	1083	FKBP3	Q00688
ENSG00000100445	ENST00000399395	8	886	SDR39U1	Q9NRG7
ENSG00000100448	ENST00000216336	28	792	CTSG	P08311
ENSG00000100450	ENST00000216338	73	810	GZMH	P20718
ENSG00000100453	ENST00000216341	31	771	GZMB	P10144
ENSG00000100461	ENST00000359890	162	1478	RBM23	Q86U06
ENSG00000100462	ENST00000324366	16	1926	PRMT5	O14744
ENSG00000100473	ENST00000216361	426	2271	COCH	O43405
ENSG00000100478	ENST00000313566	98	617	AP4S1	Q9Y587
ENSG00000100479	ENST00000216367	12	1592	POLE2	P56282
ENSG00000100483	ENST00000395860	21	707	VCPKMT	Q9H867
ENSG00000100485	ENST00000216373	296	4291	SOS2	Q07890
ENSG00000100490	ENST00000395834	520	1590	CDKL1	Q00532
ENSG00000100503	ENST00000530997	233	6631	NIN	Q8N4C6
ENSG00000100504	ENST00000216392	81	2621	PYGL	P06737
ENSG00000100505	ENST00000338969	391	2796	TRIM9	Q9C026
ENSG00000100519	ENST00000612399	1	1210	PSMC6	P62333
ENSG00000100522	ENST00000216410	195	746	GNPNAT1	Q96EK6
ENSG00000100523	ENST00000673822	226	2925	DDHD1	Q8NEL9
ENSG00000100526	ENST00000335183	63	699	CDKN3	Q16667
ENSG00000100528	ENST00000557690	65	544	CNIH1	O95406
ENSG00000100532	ENST00000216420	55	1051	CGRRF1	Q99675
ENSG00000100554	ENST00000554087	94	834	ATP6V1D	Q9Y5K8
ENSG00000100557	ENST00000422976	43	1050	CCDC198	Q9NVL8
ENSG00000100558	ENST00000216446	107	1165	PLEK2	Q9NYT0
ENSG00000100564	ENST00000216452	66	629	PIGH	Q14442
ENSG00000100565	ENST00000393774	125	1589	LRRC74A	Q0VAA2
ENSG00000100567	ENST00000216455	79	844	PSMA3	P25788
ENSG00000100568	ENST00000554659	144	839	VTI1B	Q9UEU0
ENSG00000100575	ENST00000395159	444	710	TIMM9	Q9Y5J7
ENSG00000100577	ENST00000553586	37	688	GSTZ1	O43708
ENSG00000100578	ENST00000354386	245	5177	KIAA0586	Q9BVV6
ENSG00000100580	ENST00000216468	42	1016	TMED8	Q6PL24
ENSG00000100583	ENST00000216471	41	2063	SAMD15	Q9P1V8
ENSG00000100591	ENST00000216479	98	1112	AHSA1	O95433
ENSG00000100592	ENST00000395125	24	3258	DAAM1	Q9Y4D1
ENSG00000100593	ENST00000342219	24	1736	ISM2	Q6H9L7
ENSG00000100596	ENST00000216484	59	1744	SPTLC2	O15270
ENSG00000100599	ENST00000216487	153	3108	RIN3	Q8TB24
ENSG00000100600	ENST00000334869	169	1467	LGMN	Q99538
ENSG00000100601	ENST00000216489	20	1186	ALKBH1	Q13686
ENSG00000100603	ENST00000555761	30	1742	SNW1	Q13573
ENSG00000100604	ENST00000216492	211	1582	CHGA	P10645
ENSG00000100605	ENST00000267615	297	1538	ITPK1	Q13572
ENSG00000100612	ENST00000554101	3	1196	DHRS7	Q9Y394
ENSG00000100614	ENST00000325642	97	1462	PPM1A	P35813
ENSG00000100625	ENST00000216513	278	2620	SIX4	Q9UIU6
ENSG00000100626	ENST00000337827	328	2002	GALNT16	Q8N428
ENSG00000100628	ENST00000555019	211	2115	ASB2	Q96Q27
ENSG00000100629	ENST00000555265	330	3611	CEP128	Q6ZU80
ENSG00000100632	ENST00000557016	67	378	ERH	P84090
ENSG00000100644	ENST00000539097	230	2780	HIF1A	Q16665
ENSG00000100647	ENST00000342745	314	1223	SUSD6	Q92537
ENSG00000100650	ENST00000553521	1454	2270	SRSF5	Q13243
ENSG00000100652	ENST00000216540	87	1133	SLC10A1	Q14973
ENSG00000100664	ENST00000216554	442	1735	EIF5	P55010
ENSG00000100665	ENST00000557004	71	1352	SERPINA4	P29622
ENSG00000100678	ENST00000381269	755	3535	SLC8A3	P57103
ENSG00000100697	ENST00000343455	346	6111	DICER1	Q9UPY3
ENSG00000100711	ENST00000216602	113	869	ZFYVE21	Q9BQ24
ENSG00000100714	ENST00000545908	398	3290	MTHFD1	P11586
ENSG00000100721	ENST00000402399	60	401	TCL1A	P56279
ENSG00000100722	ENST00000251038	98	2306	ZC3H14	Q6PJT7
ENSG00000100726	ENST00000262319	283	2794	TELO2	Q9Y4R8
ENSG00000100731	ENST00000304743	393	7416	PCNX1	Q96RV3
ENSG00000100739	ENST00000216629	221	1280	BDKRB1	P46663
ENSG00000100744	ENST00000555181	146	563	GSKIP	Q9P0R6
ENSG00000100749	ENST00000679770	48	1392	VRK1	Q99986
ENSG00000100764	ENST00000261303	46	1366	PSMC1	P62191
ENSG00000100767	ENST00000644200	94	3928	PAPLN	O95428
ENSG00000100784	ENST00000614987	208	2613	RPS6KA5	O75582
ENSG00000100796	ENST00000554943	664	3162	PPP4R3A	Q6IN85
ENSG00000100802	ENST00000299088	423	2036	C14orf93	Q9H972
ENSG00000100804	ENST00000361611	20	808	PSMB5	P28074
ENSG00000100811	ENST00000262238	102	1344	YY1	P25490
ENSG00000100813	ENST00000262710	329	4351	ACIN1	Q9UKV3
ENSG00000100814	ENST00000398160	598	1428	CCNB1IP1	Q9NPC3
ENSG00000100815	ENST00000267622	375	6311	TRIP11	Q15643
ENSG00000100823	ENST00000555414	217	1171	APEX1	P27695
ENSG00000100836	ENST00000216727	14	932	PABPN1	Q86U42
ENSG00000100842	ENST00000216733	148	1830	EFS	O43281
ENSG00000100852	ENST00000539826	238	4744	ARHGAP5	Q13017
ENSG00000100865	ENST00000536961	90	770	CINP	Q9BW66
ENSG00000100867	ENST00000344777	439	1339	DHRS2	Q13268
ENSG00000100883	ENST00000556994	398	1910	SRP54	P61011
ENSG00000100884	ENST00000537691	147	1983	CPNE6	O95741
ENSG00000100888	ENST00000646647	308	8050	CHD8	Q9HCK8
ENSG00000100889	ENST00000216780	96	2016	PCK2	Q16822
ENSG00000100890	ENST00000534898	379	2128	PRORP	O15091
ENSG00000100897	ENST00000559115	351	1989	DCAF11	Q8TEB1
ENSG00000100902	ENST00000553809	80	836	PSMA6	P60900
ENSG00000100906	ENST00000216797	106	1056	NFKBIA	P25963
ENSG00000100908	ENST00000419198	282	905	EMC9	Q9Y3B6
ENSG00000100911	ENST00000615264	66	827	PSME2	Q9UL46
ENSG00000100916	ENST00000216807	180	1149	BRMS1L	Q5PSV4
ENSG00000100918	ENST00000620473	600	2241	REC8	O95072
ENSG00000100926	ENST00000261789	114	1931	TM9SF1	O15321
ENSG00000100934	ENST00000307712	226	2520	SEC23A	Q15436
ENSG00000100938	ENST00000557854	278	1559	GMPR2	Q9P2T1
ENSG00000100941	ENST00000216832	27	2178	PNN	Q9H307
ENSG00000100949	ENST00000399409	485	2185	RABGGTA	Q92696
ENSG00000100968	ENST00000413692	145	3037	NFATC4	Q14934
ENSG00000100979	ENST00000372431	89	1567	PLTP	P55058
ENSG00000100982	ENST00000372409	310	2422	PCIF1	Q9H4Z3
ENSG00000100983	ENST00000651619	89	1510	GSS	P48637
ENSG00000100985	ENST00000372330	20	2141	MMP9	P14780
ENSG00000100987	ENST00000376709	46	1140	VSX1	Q9NZR4
ENSG00000100991	ENST00000252015	27	2417	TRPC4AP	Q8TEL6
ENSG00000100994	ENST00000216962	95	2624	PYGB	P11216
ENSG00000100997	ENST00000376542	133	1344	ABHD12	Q8N2K0
ENSG00000101000	ENST00000216968	84	798	PROCR	Q9UNN8
ENSG00000101003	ENST00000262460	149	737	GINS1	Q14691
ENSG00000101004	ENST00000278886	89	4234	NINL	Q9Y2I6
ENSG00000101017	ENST00000372285	31	862	CD40	P25942
ENSG00000101019	ENST00000374385	11	907	UQCC1	Q9NVA1
ENSG00000101040	ENST00000536340	1	3723	ZMYND8	Q9ULU4
ENSG00000101049	ENST00000373100	157	1258	SGK2	Q9HBY8
ENSG00000101052	ENST00000373030	125	1436	IFT52	Q9Y366
ENSG00000101057	ENST00000217026	171	2271	MYBL2	P10244
ENSG00000101074	ENST00000217043	116	875	R3HDML	Q9H3Y0
ENSG00000101076	ENST00000316099	135	1557	HNF4A	P41235
ENSG00000101079	ENST00000373803	58	1221	NDRG3	Q9UGV2
ENSG00000101082	ENST00000262866	404	1186	SLA2	Q9H6Q3
ENSG00000101084	ENST00000342422	131	560	RAB5IF	Q9BUV8
ENSG00000101096	ENST00000396009	221	2995	NFATC2	Q13469
ENSG00000101098	ENST00000541604	1	810	RIMS4	Q9H426
ENSG00000101104	ENST00000217073	85	1942	PABPC1L	Q4VXU2
ENSG00000101109	ENST00000372806	58	1519	STK4	Q13043
ENSG00000101115	ENST00000217086	114	3272	SALL4	Q9UJQ4
ENSG00000101126	ENST00000673732	620	4141	ADNP	Q9H2P0
ENSG00000101132	ENST00000441080	7	415	PFDN4	Q9NQP4
ENSG00000101134	ENST00000262593	355	1273	DOK5	Q9P104
ENSG00000101138	ENST00000217109	102	1395	CSTF1	Q05048
ENSG00000101144	ENST00000395863	520	1812	BMP7	P18075
ENSG00000101146	ENST00000527947	179	1490	RAE1	P78406
ENSG00000101150	ENST00000217121	73	760	TPD52L2	O43399
ENSG00000101152	ENST00000360864	210	804	DNAJC5	Q9H3Z4
ENSG00000101158	ENST00000602795	49	1846	NELFCD	Q8IXH7
ENSG00000101160	ENST00000680995	114	1115	CTSZ	Q9UBR2
ENSG00000101161	ENST00000266079	115	2938	PRPF6	O94906
ENSG00000101162	ENST00000217133	95	1448	TUBB1	Q9H4B7
ENSG00000101166	ENST00000355937	57	638	PRELID3B	Q9Y3B1
ENSG00000101180	ENST00000340177	309	1643	HRH3	Q9Y5N1
ENSG00000101181	ENST00000370823	36	1254	MTG2	Q9H4K7
ENSG00000101182	ENST00000370873	92	835	PSMA7	O14818
ENSG00000101187	ENST00000217159	148	2314	SLCO4A1	Q96BD0
ENSG00000101188	ENST00000370501	373	1627	NTSR1	P30989
ENSG00000101189	ENST00000370487	52	664	MRGBP	Q9NV56
ENSG00000101190	ENST00000335351	153	1652	TCFL5	Q9UL49
ENSG00000101191	ENST00000266070	357	7076	DIDO1	Q9BTC0
ENSG00000101193	ENST00000266069	120	804	GID8	Q9NWU2
